hq,pricePerUnit,quantity,buyerName,onMannequin,timestamp,worldName,worldID
True,1000,99,Claire Lyonheart,False,1699141414,Cactuar,79
True,3798,96,X' X',False,1699133561,Midgardsormr,65
True,3796,33,X' X',False,1699133558,Midgardsormr,65
True,1500,10,Drevos Soul,False,1699073448,Faerie,54
True,2105,99,Knight Lionheart,False,1699053714,Gilgamesh,63
True,1500,10,La Diva,False,1699021479,Faerie,54
True,2000,88,Liam Listhobi,False,1698967761,Sargatanas,99
True,2000,99,Dylan Edwards,False,1698902244,Faerie,54
True,4995,10,Haname Kusakari,False,1698900643,Jenova,40
True,4995,25,Grea Malufox,False,1698899825,Jenova,40
True,1700,60,Reuki Atalana,False,1698891217,Siren,57
True,1400,1,Zakoro Miyumi,False,1698797574,Cactuar,79
True,1500,25,Zakoro Miyumi,False,1698797572,Cactuar,79
True,1400,12,Zakoro Miyumi,False,1698797569,Cactuar,79
True,3999,27,Alexa Moncada,False,1698707197,Adamantoise,73
True,1400,30,Ana Reisen,False,1698636764,Cactuar,79
True,1995,5,Tys Zuikon,False,1698624001,Faerie,54
True,3799,25,Idokoe Nya,False,1698620597,Midgardsormr,65
True,2000,36,Nutty Buddy,False,1698584434,Faerie,54
True,1800,24,Popo Yuon,False,1698581789,Siren,57
True,3000,15,Mai Xhula,False,1698561580,Jenova,40
True,2190,5,Blake Sin,False,1698515390,Faerie,54
True,2100,8,Blake Sin,False,1698515389,Faerie,54
True,2750,45,Anjet Teine-le-deigh,False,1698481347,Gilgamesh,63
True,1799,33,Sissel Gleo'ite,False,1698267389,Siren,57
True,2499,75,Camille Main,False,1698130889,Faerie,54
True,2495,5,Camille Main,False,1698130886,Faerie,54
True,2499,52,Camille Main,False,1698130883,Faerie,54
True,2400,45,Camille Main,False,1698130880,Faerie,54
True,4604,20,Akiros Yuuki,False,1698121735,Gilgamesh,63
True,690,50,Esta Bun,False,1698104856,Cactuar,79
True,4000,25,Chrollo Juzifer,False,1698097805,Adamantoise,73
True,3999,10,Rad Akali,False,1698041452,Adamantoise,73
True,3999,10,Rad Akali,False,1698041451,Adamantoise,73
True,4000,25,V'dam Thel,False,1698027697,Adamantoise,73
True,3998,10,Sazuna Woodland,False,1698020929,Midgardsormr,65
True,1800,10,Sokar Su,False,1698019366,Siren,57
True,2520,10,Tallulah Starleigh,False,1698008197,Faerie,54
True,2520,27,Tallulah Starleigh,False,1698008195,Faerie,54
True,2500,99,Knight Lionheart,False,1698007158,Gilgamesh,63
True,2500,99,Knight Lionheart,False,1698007125,Gilgamesh,63
True,6995,32,Shifter Skyborne,False,1697995611,Jenova,40
True,3999,10,Rad Akali,False,1697963084,Adamantoise,73
True,3999,10,Morrigu Dresden,False,1697898843,Adamantoise,73
True,2900,21,Cassius Satura,False,1697879106,Sargatanas,99
True,1500,25,Wingless Angel,False,1697715833,Cactuar,79
True,2985,5,Sazuna Woodland,False,1697676406,Faerie,54
True,3997,10,Drakian Draconic,False,1697637043,Midgardsormr,65
True,1500,25,Dana Zane,False,1697528121,Cactuar,79
True,1500,25,Dana Zane,False,1697528120,Cactuar,79
True,1500,25,Dana Zane,False,1697528119,Cactuar,79
True,1500,25,Dana Zane,False,1697528118,Cactuar,79
True,1500,25,Dana Zane,False,1697528117,Cactuar,79
True,1500,25,Dana Zane,False,1697528116,Cactuar,79
True,1500,25,Dana Zane,False,1697528115,Cactuar,79
True,1500,25,Dana Zane,False,1697528114,Cactuar,79
True,1500,25,Dana Zane,False,1697528113,Cactuar,79
True,1500,25,Dana Zane,False,1697528112,Cactuar,79
True,1500,25,Dana Zane,False,1697528111,Cactuar,79
True,1500,25,Dana Zane,False,1697528110,Cactuar,79
True,1000,45,Dana Zane,False,1697528109,Cactuar,79
True,1194,36,Dana Zane,False,1697528107,Cactuar,79
True,8500,10,Leih Lanbatal,False,1697340972,Jenova,40
True,4000,18,Morrigan Nyx,False,1697318705,Adamantoise,73
True,3999,25,Morrigan Nyx,False,1697318703,Adamantoise,73
True,7000,10,Nino Azelle,False,1697184254,Jenova,40
True,6994,33,Nono Hato,False,1697184227,Jenova,40
True,3045,5,Kyie Senju,False,1697142309,Faerie,54
True,1800,99,Tselia Redsteele,False,1697095786,Siren,57
True,1200,81,Ahri Cyberis,False,1697088226,Cactuar,79
True,1193,5,Ahri Cyberis,False,1697088221,Cactuar,79
True,1193,5,Ahri Cyberis,False,1697088219,Cactuar,79
True,6994,66,Asteon Vaerzel,False,1697085507,Jenova,40
True,3049,5,Sehra Rosefish,False,1696738360,Faerie,54
True,1500,25,Giga Twigger,False,1696676580,Cactuar,79
True,1500,25,Giga Twigger,False,1696676578,Cactuar,79
True,1500,25,Giga Twigger,False,1696676576,Cactuar,79
True,1500,25,Giga Twigger,False,1696676574,Cactuar,79
True,1499,30,Giga Twigger,False,1696676573,Cactuar,79
True,7000,50,Ren Ren,False,1696663724,Jenova,40
True,3199,33,Anitya Anatta,False,1696625310,Faerie,54
True,4000,25,Ograth Beornheim,False,1696620677,Adamantoise,73
True,2000,10,Adam Fylrmyn,False,1696576971,Siren,57
True,2000,10,Midric Modric,False,1696555956,Siren,57
True,4604,20,Aeo Qua,False,1696553131,Gilgamesh,63
True,4000,25,Samara Hana,False,1696336452,Adamantoise,73
True,3999,99,Space Glider,False,1696096883,Midgardsormr,65
True,2000,6,Ryo Azure,False,1696052647,Siren,57
True,2900,25,Pirate Gender,False,1696041233,Faerie,54
True,1000,87,Kaminari Torioi,False,1696038423,Midgardsormr,65
True,999,50,Momo Michu,False,1696037794,Cactuar,79
True,3000,99,Rad Akali,False,1695998832,Adamantoise,73
True,900,99,Aubrey Links,False,1695839514,Cactuar,79
True,899,21,Aubrey Links,False,1695839513,Cactuar,79
False,3095,3,Yuki Ozaki,False,1695836036,Faerie,54
True,3443,1,Yuki Ozaki,False,1695836034,Faerie,54
True,7000,12,Adelina Hallowswift,False,1695791882,Jenova,40
True,3000,9,Neverx Duinydtu,False,1695788534,Midgardsormr,65
True,4595,3,Zenfa Avengale,False,1695773308,Gilgamesh,63
True,1000,6,Gex Enjoyer,False,1695764018,Cactuar,79
True,3444,32,Cassandra Priam,False,1695730131,Faerie,54
