hq,pricePerUnit,quantity,buyerName,onMannequin,timestamp,worldName,worldID
True,3094,33,Simply Cassie,False,1686965362,Sargatanas,99
True,2995,99,Reivyn Avagnar,False,1686965343,Jenova,40
True,4325,27,Aosarc Blur,False,1686965279,Siren,57
True,4326,99,Aosarc Blur,False,1686965278,Siren,57
True,3887,30,Soren Nightmare,False,1686965260,Midgardsormr,65
True,3887,30,Soren Nightmare,False,1686965259,Midgardsormr,65
True,2995,99,Isha Arekk,False,1686964953,Jenova,40
True,3206,99,Thaunea Skyhunter,False,1686964733,Gilgamesh,63
True,4325,15,Katz Valstat,False,1686964231,Siren,57
True,4325,15,Katz Valstat,False,1686964230,Siren,57
True,4325,15,Katz Valstat,False,1686964228,Siren,57
True,4325,15,Katz Valstat,False,1686964227,Siren,57
True,2999,99,Warui Ibuki,False,1686964149,Jenova,40
True,3000,50,Halsy Twpsyn,False,1686964118,Jenova,40
True,4326,31,Torvi Raseri,False,1686963845,Siren,57
True,3094,33,Harbinger Illusion,False,1686963717,Sargatanas,99
True,3206,25,Izuno Zenura,False,1686963709,Gilgamesh,63
True,3424,99,Missle Werbenjagerman,False,1686963498,Faerie,54
True,3000,99,Raih'li Nbolo,False,1686963343,Jenova,40
True,3207,99,Sunward Mc'carryheals,False,1686963277,Gilgamesh,63
True,3094,99,Micro Uryade,False,1686963271,Sargatanas,99
True,3000,50,Elehayym Van-houten,False,1686963205,Jenova,40
True,3094,99,Cullinan Luthor,False,1686962966,Sargatanas,99
True,3094,99,Cullinan Luthor,False,1686962957,Sargatanas,99
True,3423,18,Nysa Khye,False,1686962897,Faerie,54
True,3423,30,Nysa Khye,False,1686962894,Faerie,54
True,3423,30,Nysa Khye,False,1686962892,Faerie,54
True,3000,99,Yukino Yukinoshi,False,1686962827,Jenova,40
True,3000,99,Yukino Yukinoshi,False,1686962824,Jenova,40
True,3000,99,Yukino Yukinoshi,False,1686962822,Jenova,40
True,2999,99,Yukino Yukinoshi,False,1686962821,Jenova,40
True,3000,99,Yukino Yukinoshi,False,1686962820,Jenova,40
True,2998,25,Yukino Yukinoshi,False,1686962819,Jenova,40
True,2998,25,Yukino Yukinoshi,False,1686962817,Jenova,40
True,2998,25,Yukino Yukinoshi,False,1686962816,Jenova,40
True,2998,25,Yukino Yukinoshi,False,1686962815,Jenova,40
True,2998,25,Yukino Yukinoshi,False,1686962812,Jenova,40
True,2998,99,Yukino Yukinoshi,False,1686962810,Jenova,40
True,2998,99,Yukino Yukinoshi,False,1686962799,Jenova,40
True,2998,99,Yukino Yukinoshi,False,1686962798,Jenova,40
True,2998,99,Yukino Yukinoshi,False,1686962797,Jenova,40
True,2998,99,Yukino Yukinoshi,False,1686962795,Jenova,40
True,3887,30,Naevia Nasira,False,1686962695,Midgardsormr,65
True,3092,99,Cres Raghast,False,1686962576,Sargatanas,99
True,3093,99,Cres Raghast,False,1686962575,Sargatanas,99
True,3092,99,Cres Raghast,False,1686962574,Sargatanas,99
True,3498,35,Onion Head,False,1686962453,Cactuar,79
True,3348,25,Kyrene Lightfoot,False,1686962386,Adamantoise,73
True,3424,99,Lethelos Lenaeus,False,1686961819,Faerie,54
True,3394,30,Thicc'n Nuggets,False,1686961792,Adamantoise,73
True,3210,99,Glaiver Vonulmer,False,1686961405,Gilgamesh,63
True,3345,99,Jack Endicott,False,1686961382,Adamantoise,73
True,3091,20,Vance Passingthru,False,1686961197,Sargatanas,99
True,3995,6,Fia Mishal,False,1686960830,Adamantoise,73
True,3345,99,Shea Riviere,False,1686960755,Adamantoise,73
True,3213,33,Confused Banana,False,1686960608,Gilgamesh,63
True,3424,40,Shar Holyone,False,1686960541,Faerie,54
True,3424,99,James Galith,False,1686960502,Faerie,54
True,3498,99,Deadeye Onishi,False,1686960313,Cactuar,79
True,5500,3,Lazlo Monniker,False,1686960207,Midgardsormr,65
True,5500,3,Lazlo Monniker,False,1686960204,Midgardsormr,65
True,3424,99,Cilia Calyia,False,1686960088,Faerie,54
True,3053,25,Yona Musa,False,1686960048,Jenova,40
True,4328,99,Ath Anilin,False,1686959705,Siren,57
True,3211,99,Crimpson Nightwolf,False,1686959683,Gilgamesh,63
True,4330,99,Pyha Moshanta,False,1686959589,Siren,57
True,3091,40,Aniah Delilah,False,1686959513,Sargatanas,99
True,3000,50,Peko Chan,False,1686959429,Jenova,40
True,3091,40,Madam Bidaum,False,1686959099,Sargatanas,99
True,3424,99,Anitya Anatta,False,1686959087,Faerie,54
True,3424,99,Anitya Anatta,False,1686959085,Faerie,54
True,3500,49,Regem Mareen,False,1686958670,Cactuar,79
True,3949,18,Lazlo Monniker,False,1686958350,Midgardsormr,65
True,3346,33,Lance Chocobro,False,1686957825,Adamantoise,73
True,3850,36,Merisa Anastasia,False,1686957789,Midgardsormr,65
True,3000,25,Alexzander Thegreat,False,1686957007,Jenova,40
True,4341,15,Ruby Hoshino,False,1686956942,Siren,57
True,3212,99,Nouka Nicoya,False,1686956637,Gilgamesh,63
True,3345,99,Rin Sanamei,False,1686955124,Adamantoise,73
True,3850,36,Lexi Starfall,False,1686954988,Midgardsormr,65
True,3213,33,Malto Thoris,False,1686954623,Gilgamesh,63
True,4340,99,O'shaq Hennessey,False,1686954391,Siren,57
True,3213,33,Spin Yi,False,1686954352,Gilgamesh,63
True,3427,40,Yuki Ura,False,1686953299,Faerie,54
True,3427,40,Yuki Ura,False,1686953298,Faerie,54
True,3000,99,Katerina Gestalt,False,1686953174,Jenova,40
True,3045,30,Kysoulau Astaseul,False,1686952590,Sargatanas,99
True,3050,56,Kysoulau Astaseul,False,1686952589,Sargatanas,99
True,3000,50,Lumina Lykez,False,1686952133,Jenova,40
True,4341,15,Itseotle Irracido,False,1686951325,Siren,57
True,3000,99,Draco Ryuu,False,1686951196,Jenova,40
True,4340,50,Sephira Aera,False,1686951193,Siren,57
True,3000,99,Draco Ryuu,False,1686951193,Jenova,40
True,3427,40,Yuan Realta,False,1686951117,Faerie,54
True,3900,36,Rysso Ljanta,False,1686950584,Midgardsormr,65
True,4341,36,Kyrikken Vox,False,1686949370,Siren,57
True,4341,15,Doomer Zee,False,1686949109,Siren,57
True,3090,27,Amaranthe Thorn,False,1686948886,Sargatanas,99
True,4342,99,Micky Sux,False,1686948390,Siren,57
True,2999,99,Final Nub,False,1686947768,Jenova,40
True,3663,99,Yor Ryn,False,1686946727,Cactuar,79
True,3215,99,Lydelna Lightseeker,False,1686946723,Gilgamesh,63
True,3000,99,Emma Everett,False,1686946430,Adamantoise,73
True,2999,99,Yuriko Kae,False,1686945650,Jenova,40
True,3215,99,Kurisu Kagawa,False,1686945315,Gilgamesh,63
False,2399,51,Yuno Goldendawn,False,1686944807,Midgardsormr,65
True,2950,99,Arabelle Lune,False,1686943857,Adamantoise,73
True,3000,25,Jen Esse,False,1686943573,Jenova,40
True,2999,99,Sheepy Turbo,False,1686943462,Jenova,40
True,2950,99,Jen Esse,False,1686943328,Adamantoise,73
True,3216,99,Bazu Bazu,False,1686942941,Gilgamesh,63
False,2999,3,Eirik Eridian,False,1686942386,Faerie,54
True,2999,30,Eren Lunabreeze,False,1686942143,Jenova,40
True,2950,99,Katalina Philia,False,1686941930,Adamantoise,73
True,3000,99,Mitigation Enthusiast,False,1686941348,Sargatanas,99
True,2995,30,Tiz Euthymius,False,1686941328,Sargatanas,99
True,3946,30,Mavis Grey,False,1686939018,Midgardsormr,65
True,3394,30,Bad Healer,False,1686937274,Adamantoise,73
True,3222,33,Intentional Grace,False,1686936006,Gilgamesh,63
True,3232,25,Lowoyn Juryn,False,1686934945,Gilgamesh,63
True,3232,25,Lowoyn Juryn,False,1686934943,Gilgamesh,63
True,3664,30,Kayla Mindful,False,1686934030,Cactuar,79
True,3664,30,Kayla Mindful,False,1686934027,Cactuar,79
True,3664,30,Kayla Mindful,False,1686934026,Cactuar,79
True,3664,30,Kayla Mindful,False,1686934024,Cactuar,79
True,4395,45,Prammy Hitori,False,1686932613,Siren,57
True,4395,45,Prammy Hitori,False,1686932606,Siren,57
True,4393,99,Prammy Hitori,False,1686932603,Siren,57
True,4393,99,Prammy Hitori,False,1686932601,Siren,57
True,3052,99,Vahn'a Minerva,False,1686932083,Jenova,40
True,3225,99,Tul Lahn,False,1686930632,Gilgamesh,63
True,3664,30,Kai Yagami,False,1686928900,Cactuar,79
True,3664,30,Kai Yagami,False,1686928898,Cactuar,79
True,3664,99,Kai Yagami,False,1686928897,Cactuar,79
True,2945,30,Smitey Mcsmiterton,False,1686927653,Adamantoise,73
True,2945,30,Smitey Mcsmiterton,False,1686927650,Adamantoise,73
True,2945,30,Smitey Mcsmiterton,False,1686927649,Adamantoise,73
True,2945,30,Smitey Mcsmiterton,False,1686927647,Adamantoise,73
True,3000,12,Rhel'ir Chalah,False,1686927557,Jenova,40
True,3000,12,Rhel'ir Chalah,False,1686927554,Jenova,40
True,3000,12,Rhel'ir Chalah,False,1686927552,Jenova,40
True,4395,45,In White,False,1686925885,Siren,57
True,3090,15,Lalatte Latte,False,1686925369,Sargatanas,99
True,4395,45,Willielmus Lannis,False,1686925329,Siren,57
True,3000,25,Auri'a Dhyana,False,1686923865,Sargatanas,99
True,3000,25,Auri'a Dhyana,False,1686923863,Sargatanas,99
True,3229,99,Monkasteer Pioneer,False,1686923572,Gilgamesh,63
True,3088,50,Zal'kel Drazi,False,1686923412,Sargatanas,99
True,3459,99,Mimsy Tinsley,False,1686923347,Faerie,54
True,3440,33,Curious Truth,False,1686920220,Faerie,54
True,2885,30,Kleitos Regelia,False,1686917200,Adamantoise,73
True,2884,50,Kleitos Regelia,False,1686917198,Adamantoise,73
